Age,Ht,TailLn,HairLn,BangLn,Reach,EarLobes,ClassName,ClassID
58.2,148.0,10.3,7.9,7.1,150.7,1,Bhuttan,+1
27.9,139.6,-0.4,10.9,5.9,141.5,1,Bhuttan,+1
33.7,154.5,16.2,9.1,5.2,157.1,0,Bhuttan,+1
38.8,158.9,7.0,10.7,6.6,162.4,1,Bhuttan,+1
42.0,137.6,10.4,10.1,5.5,139.3,0,Bhuttan,+1
45.9,177.1,2.4,9.9,2.9,182.4,1,Assam,-1
58.7,152.4,20.8,6.6,7.1,161.0,1,Assam,-1
42.5,156.0,4.0,10.2,6.9,161.7,0,Bhuttan,+1
27.7,155.5,9.7,5.9,4.1,160.1,0,Assam,-1
36.5,120.8,10.4,6.1,6.8,130.2,1,Assam,-1
44.8,138.8,9.3,10.2,4.4,144.9,0,Assam,-1
46.1,163.3,-3.0,7.3,7.4,165.9,0,Bhuttan,+1
24.1,144.7,16.5,9.2,6.0,142.7,1,Bhuttan,+1
55.6,169.0,11.0,8.6,4.7,174.6,0,Assam,-1
60.0,134.6,13.2,9.8,5.6,141.1,1,Assam,-1
44.2,140.5,12.2,7.6,7.4,143.5,0,Bhuttan,+1
40.3,146.8,15.1,7.5,4.6,151.8,1,Assam,-1
16.8,136.5,2.8,8.3,3.7,143.1,0,Assam,-1
48.9,133.1,8.9,8.9,5.0,136.6,1,Assam,-1
40.8,141.4,13.5,7.0,4.1,147.4,0,Assam,-1
56.4,156.6,4.1,7.7,5.4,163.7,0,Assam,-1
12.9,140.0,13.4,8.0,5.7,143.1,1,Bhuttan,+1
48.3,155.9,8.4,6.8,4.4,163.7,0,Assam,-1
55.2,135.2,11.1,9.5,5.0,134.9,0,Bhuttan,+1
55.3,142.3,12.3,7.9,7.4,143.2,0,Bhuttan,+1
34.7,141.5,13.1,10.1,6.7,143.0,1,Bhuttan,+1
57.3,154.7,19.2,10.1,4.5,160.4,1,Assam,-1
48.1,154.6,7.3,7.7,5.4,158.1,1,Bhuttan,+1
56.6,155.7,12.7,9.0,6.4,161.7,0,Assam,-1
46.5,160.5,9.6,7.1,3.6,166.6,0,Assam,-1
42.2,147.1,8.1,11.0,6.3,146.5,1,Bhuttan,+1
49.7,160.3,10.3,8.9,5.5,164.2,0,Assam,-1
38.5,129.5,11.3,7.3,6.0,136.0,1,Assam,-1
47.5,161.3,19.4,7.0,4.8,166.5,1,Assam,-1
37.0,129.5,7.5,6.5,5.0,132.1,0,Bhuttan,+1
41.6,138.8,8.1,6.8,2.8,142.3,1,Assam,-1
25.0,159.6,6.6,7.6,7.2,166.4,1,Assam,-1
48.9,156.7,5.7,10.8,6.7,156.7,1,Bhuttan,+1
35.6,148.3,13.7,10.5,5.4,152.4,1,Bhuttan,+1
63.2,162.4,7.7,9.5,6.7,165.9,1,Bhuttan,+1
31.8,156.0,12.7,7.9,5.8,161.0,0,Assam,-1
29.0,119.7,12.9,7.6,3.8,125.4,1,Assam,-1
46.6,133.8,9.5,7.0,6.8,135.0,0,Bhuttan,+1
36.5,143.2,11.2,9.6,2.9,146.8,1,Assam,-1
58.8,132.6,6.5,14.1,7.0,136.1,0,Bhuttan,+1
35.1,147.6,4.1,6.0,8.0,148.7,1,Bhuttan,+1
29.4,144.5,11.0,10.3,8.9,148.5,0,Bhuttan,+1
23.6,145.8,9.2,14.0,5.7,148.5,1,Bhuttan,+1
42.5,134.1,14.1,5.9,5.8,140.1,0,Assam,-1
47.1,141.9,9.2,6.4,6.5,141.1,1,Bhuttan,+1
48.4,145.1,15.3,10.6,7.0,152.8,1,Assam,-1
33.5,161.4,15.1,7.1,6.9,161.8,0,Bhuttan,+1
51.5,148.7,11.1,9.7,5.3,150.6,1,Bhuttan,+1
45.5,152.1,7.9,7.3,7.3,154.8,0,Bhuttan,+1
60.2,153.2,3.4,9.1,4.3,159.0,0,Assam,-1
46.4,144.4,13.5,7.6,6.5,148.1,1,Bhuttan,+1
67.9,143.0,5.6,10.0,6.5,145.3,1,Bhuttan,+1
54.7,131.1,13.5,9.0,4.3,137.1,0,Assam,-1
42.5,139.4,11.8,12.0,5.7,140.4,1,Bhuttan,+1
27.9,147.1,14.2,7.7,5.0,152.0,0,Assam,-1
31.3,136.9,14.1,8.0,6.0,142.1,0,Assam,-1
39.4,135.2,12.0,6.6,5.0,142.7,1,Assam,-1
31.5,145.0,5.1,11.1,5.0,143.5,1,Bhuttan,+1
45.8,138.7,14.1,9.3,5.2,138.6,1,Bhuttan,+1
53.9,140.5,18.5,9.4,5.9,146.9,1,Assam,-1
30.9,138.7,5.2,12.3,5.5,139.4,1,Bhuttan,+1
38.2,129.4,7.7,10.4,5.3,135.7,1,Assam,-1
47.4,132.0,7.4,9.8,6.5,136.4,0,Bhuttan,+1
40.4,141.1,11.6,10.2,6.1,144.2,1,Bhuttan,+1
40.9,135.5,6.2,7.8,4.7,144.3,1,Assam,-1
40.8,149.1,18.8,16.8,6.4,150.1,0,Bhuttan,+1
32.2,136.6,8.2,9.9,6.0,136.0,0,Bhuttan,+1
30.4,148.5,7.0,12.8,6.9,150.4,0,Bhuttan,+1
55.7,150.0,7.5,7.9,4.3,155.4,0,Assam,-1
31.9,144.8,9.9,6.6,6.2,150.0,0,Assam,-1
49.7,130.5,6.2,6.1,6.1,133.3,1,Bhuttan,+1
55.3,149.6,6.0,8.8,7.4,152.1,0,Bhuttan,+1
40.5,146.8,17.7,9.9,5.5,148.7,1,Bhuttan,+1
44.0,151.0,10.2,8.5,9.1,155.5,0,Bhuttan,+1
43.0,145.1,9.8,11.7,5.1,144.5,1,Bhuttan,+1
37.9,129.6,8.2,8.9,5.5,130.8,0,Bhuttan,+1
64.9,153.1,10.8,6.7,4.8,160.2,0,Assam,-1
37.9,151.7,19.5,8.4,7.3,157.0,0,Bhuttan,+1
37.9,134.8,6.6,11.5,7.5,135.0,1,Bhuttan,+1
46.1,149.0,9.2,8.0,5.6,154.1,0,Assam,-1
47.2,147.6,-1.6,8.7,4.7,149.5,1,Bhuttan,+1
50.9,145.5,10.8,7.6,4.8,148.9,1,Bhuttan,+1
52.0,148.1,11.2,7.0,5.3,156.2,0,Assam,-1
41.8,138.0,8.0,9.8,5.4,141.0,1,Bhuttan,+1
18.1,157.2,3.7,11.4,4.8,155.8,1,Bhuttan,+1
25.4,137.6,10.6,6.4,2.2,144.6,0,Assam,-1
32.4,146.5,9.1,11.6,6.8,148.5,0,Bhuttan,+1
39.2,146.3,15.9,11.7,5.7,150.7,0,Bhuttan,+1
55.1,161.4,6.8,7.8,4.2,166.7,0,Assam,-1
42.3,139.0,16.2,8.0,4.8,145.2,1,Assam,-1
36.5,125.6,10.8,5.1,5.9,132.5,1,Assam,-1
48.5,146.8,3.1,6.3,5.1,155.8,0,Assam,-1
32.3,126.0,11.0,9.5,5.1,132.4,0,Assam,-1
42.2,149.6,10.3,5.7,4.2,156.2,0,Assam,-1
22.9,137.4,19.7,7.2,5.4,146.8,0,Assam,-1
36.1,148.3,11.4,9.0,4.5,151.0,1,Bhuttan,+1
47.3,152.5,19.3,12.3,4.6,157.7,1,Assam,-1
49.0,144.1,14.4,8.9,5.7,145.4,1,Bhuttan,+1
31.4,150.3,10.0,8.2,4.9,157.8,0,Assam,-1
44.4,145.7,2.8,12.8,5.8,150.9,1,Bhuttan,+1
38.6,122.6,13.3,8.9,5.8,127.8,1,Assam,-1
61.8,163.5,7.5,10.0,7.5,168.2,1,Bhuttan,+1
21.6,147.4,2.2,7.9,7.6,150.2,1,Bhuttan,+1
30.6,153.7,10.3,11.1,5.3,157.7,1,Bhuttan,+1
50.0,138.8,8.3,7.0,7.4,142.6,0,Bhuttan,+1
62.8,147.5,16.4,9.2,4.3,154.6,0,Assam,-1
44.5,141.5,7.7,7.7,6.9,143.6,0,Bhuttan,+1
45.3,145.7,16.4,10.1,7.4,145.8,0,Bhuttan,+1
54.9,148.8,14.4,7.4,5.2,154.6,0,Assam,-1
29.1,126.5,3.5,7.3,5.6,126.6,0,Bhuttan,+1
53.2,151.0,17.7,9.0,5.7,159.0,1,Assam,-1
50.0,134.4,13.8,7.9,4.3,139.4,0,Assam,-1
54.1,153.6,2.6,8.2,5.6,160.0,0,Assam,-1
55.1,152.5,19.5,8.4,4.4,158.2,1,Assam,-1
34.1,152.9,7.6,8.7,3.7,158.4,1,Assam,-1
56.4,155.2,5.5,8.3,6.5,154.0,1,Bhuttan,+1
51.6,140.5,7.1,11.9,7.1,144.6,1,Bhuttan,+1
34.2,134.7,2.7,10.7,6.2,134.4,0,Bhuttan,+1
52.6,152.5,5.4,5.5,5.4,155.2,1,Bhuttan,+1
39.0,156.9,17.2,7.7,6.6,160.4,0,Bhuttan,+1
40.6,141.3,14.4,10.9,6.9,144.2,0,Bhuttan,+1
24.7,139.3,8.3,10.4,5.6,141.9,1,Bhuttan,+1
36.9,136.7,14.7,10.1,5.7,138.4,1,Bhuttan,+1
70.0,141.4,6.5,8.1,5.5,144.9,0,Assam,-1
51.8,150.2,9.6,7.9,5.6,153.5,1,Bhuttan,+1
63.1,149.0,10.9,7.8,6.6,155.6,0,Assam,-1
51.1,153.8,14.9,8.3,6.0,159.5,0,Assam,-1
41.9,141.1,9.7,10.6,4.4,140.2,1,Bhuttan,+1
50.9,133.8,15.5,6.7,5.8,140.8,0,Assam,-1
36.2,136.6,18.1,9.8,4.7,141.8,1,Assam,-1
32.2,164.0,-2.1,8.2,6.4,163.8,1,Bhuttan,+1
46.5,152.1,7.2,12.8,5.7,154.4,1,Bhuttan,+1
36.3,152.0,10.3,8.2,3.5,155.2,0,Assam,-1
63.9,123.9,12.1,8.5,3.7,130.2,0,Assam,-1
44.5,146.9,27.5,7.7,6.7,148.6,0,Bhuttan,+1
54.4,147.1,10.7,12.2,6.7,151.1,0,Bhuttan,+1
57.7,160.3,18.3,7.1,5.5,166.5,1,Assam,-1
52.3,138.7,10.4,8.5,6.9,139.6,0,Bhuttan,+1
44.8,134.8,4.3,8.9,5.9,134.5,0,Bhuttan,+1
46.8,137.1,4.5,5.9,5.3,138.7,0,Bhuttan,+1
36.8,145.7,7.7,10.8,4.7,150.7,1,Bhuttan,+1
47.1,129.4,12.6,6.6,4.9,133.9,0,Assam,-1
56.6,145.6,0.7,7.1,5.7,150.6,0,Assam,-1
36.3,140.8,15.2,6.6,5.7,146.6,0,Assam,-1
33.2,133.0,13.6,7.0,4.9,138.4,1,Assam,-1
34.6,141.1,8.3,7.6,4.1,146.9,0,Assam,-1
22.4,124.2,8.6,10.3,6.3,125.4,0,Bhuttan,+1
40.8,145.8,3.8,12.1,4.8,151.7,0,Assam,-1
41.4,130.6,10.5,13.0,4.6,132.0,1,Bhuttan,+1
45.7,132.8,4.6,9.6,6.4,133.7,0,Bhuttan,+1
34.3,135.1,16.0,10.7,5.7,142.4,0,Assam,-1
40.2,154.8,9.2,9.5,4.7,159.2,0,Assam,-1
35.9,143.7,18.8,6.2,5.2,150.1,1,Assam,-1
25.0,150.7,15.3,12.1,4.9,158.2,1,Assam,-1
32.3,137.5,12.7,6.9,3.9,145.7,0,Assam,-1
45.8,133.5,8.8,9.0,4.9,135.2,1,Bhuttan,+1
35.6,149.2,21.2,7.8,5.9,151.5,0,Bhuttan,+1
48.0,147.6,9.2,9.4,6.1,149.6,1,Bhuttan,+1
61.2,156.5,7.3,6.9,4.9,158.1,1,Bhuttan,+1
50.5,148.9,14.9,7.5,5.4,153.7,0,Assam,-1
42.6,137.6,11.9,6.7,5.8,141.2,1,Assam,-1
42.9,140.6,20.6,5.1,5.5,142.4,1,Assam,-1
53.4,147.2,11.5,11.2,6.0,155.1,1,Bhuttan,+1
70.0,152.7,16.7,6.7,5.7,160.8,0,Assam,-1
48.0,128.4,7.7,11.9,6.2,127.3,0,Bhuttan,+1
61.9,132.9,13.1,9.6,6.1,139.0,1,Assam,-1
36.5,143.9,14.8,8.8,6.4,149.9,0,Assam,-1
35.7,127.9,6.1,14.8,6.6,130.4,0,Bhuttan,+1
41.2,152.7,13.0,6.4,5.9,154.7,1,Bhuttan,+1
44.8,159.9,16.9,8.0,3.9,165.1,1,Assam,-1
47.9,160.0,13.3,10.0,5.3,164.7,0,Assam,-1
35.7,140.2,11.1,9.1,5.7,149.6,0,Assam,-1
41.1,126.0,6.3,11.0,5.8,125.6,0,Bhuttan,+1
40.5,152.5,5.9,7.3,4.1,158.2,0,Assam,-1
54.9,160.8,17.2,9.9,4.4,167.5,1,Assam,-1
55.0,136.3,7.6,8.0,8.2,138.6,1,Bhuttan,+1
71.6,140.4,11.3,7.8,4.8,149.2,0,Assam,-1
49.7,148.3,20.9,14.4,6.5,149.3,1,Bhuttan,+1
31.9,138.9,6.7,11.1,4.5,138.7,1,Bhuttan,+1
40.7,153.2,5.4,12.8,5.3,151.6,1,Bhuttan,+1
50.8,157.6,13.1,8.8,1.9,163.1,0,Assam,-1
40.9,139.4,6.0,11.3,6.7,138.9,1,Bhuttan,+1
47.3,142.1,2.2,7.2,7.3,145.6,1,Bhuttan,+1
42.7,139.4,8.6,8.3,7.0,145.4,0,Assam,-1
33.2,139.3,7.8,6.1,6.4,139.2,1,Bhuttan,+1
35.4,142.4,7.2,7.4,5.2,148.4,0,Assam,-1
43.2,156.8,14.3,9.4,6.9,156.8,1,Bhuttan,+1
45.7,132.8,9.7,9.3,8.3,132.8,0,Bhuttan,+1
46.1,130.5,12.8,9.4,4.2,135.1,1,Assam,-1
36.7,155.2,2.9,11.6,6.5,154.9,1,Bhuttan,+1
45.7,134.1,11.1,5.8,3.8,144.1,1,Assam,-1
44.5,145.5,17.5,8.2,5.0,151.2,1,Assam,-1
45.7,156.6,19.5,11.4,5.5,157.4,0,Bhuttan,+1
41.7,143.7,13.5,8.6,6.5,143.6,1,Bhuttan,+1
60.7,169.9,16.8,9.2,7.5,170.5,1,Bhuttan,+1
36.5,145.4,13.9,8.7,7.2,145.4,1,Bhuttan,+1
46.4,136.5,7.5,8.4,5.2,137.5,0,Bhuttan,+1
41.3,145.1,15.9,9.7,6.6,143.8,0,Bhuttan,+1
53.1,159.1,14.8,10.6,5.4,159.1,1,Bhuttan,+1
39.7,146.4,11.2,9.3,7.8,147.2,0,Bhuttan,+1
31.0,142.8,12.4,11.0,5.8,143.0,1,Bhuttan,+1
58.6,153.0,11.1,8.3,4.4,159.8,0,Assam,-1
41.0,130.4,11.6,11.5,5.0,136.5,1,Assam,-1
41.5,137.7,6.8,8.5,5.5,145.7,1,Assam,-1
62.7,145.4,2.2,6.3,4.6,152.5,0,Assam,-1
66.2,145.9,13.4,12.4,5.3,145.4,1,Bhuttan,+1
47.7,120.8,9.3,8.2,5.2,125.7,0,Assam,-1
48.1,148.6,9.6,6.1,5.7,155.5,0,Assam,-1
42.7,123.9,11.0,5.5,4.8,129.3,1,Assam,-1
53.0,156.1,12.3,9.9,6.0,161.0,0,Assam,-1
45.8,138.5,3.6,10.7,5.6,142.9,1,Bhuttan,+1
33.1,138.0,13.2,10.2,4.9,142.8,0,Assam,-1
20.3,157.7,7.7,7.3,4.2,159.9,0,Assam,-1
37.3,137.1,12.5,12.5,7.9,139.6,1,Bhuttan,+1
38.5,141.3,4.4,10.1,6.3,141.6,1,Bhuttan,+1
53.4,144.0,7.1,9.7,4.1,147.9,1,Bhuttan,+1
41.8,145.7,17.9,7.6,4.5,150.5,0,Assam,-1
36.2,134.9,3.3,10.5,5.5,139.9,0,Bhuttan,+1
45.4,156.4,8.0,9.9,5.1,158.3,1,Bhuttan,+1
49.5,132.8,7.9,10.9,3.9,133.7,1,Bhuttan,+1
33.9,148.8,7.6,5.5,4.6,153.8,0,Assam,-1
25.4,143.7,7.5,9.4,5.5,143.3,1,Bhuttan,+1
54.1,148.9,18.3,8.8,7.5,155.9,1,Assam,-1
46.9,128.8,14.2,9.2,6.7,132.6,0,Assam,-1
29.7,133.7,5.1,10.3,7.0,135.1,0,Bhuttan,+1
59.5,146.8,10.0,9.6,4.6,156.9,0,Assam,-1
45.7,142.3,9.0,10.9,6.4,148.5,1,Bhuttan,+1
35.1,128.4,5.2,7.1,6.3,128.6,1,Bhuttan,+1
35.7,140.2,2.3,10.4,7.2,140.0,0,Bhuttan,+1
32.7,151.0,13.0,8.1,5.5,156.1,0,Assam,-1
73.1,177.8,7.8,9.5,4.9,181.4,0,Assam,-1
47.7,156.4,6.2,8.9,7.2,162.2,1,Assam,-1
53.5,141.5,6.5,7.0,3.8,149.1,0,Assam,-1
34.4,142.0,10.4,5.7,4.3,145.3,0,Assam,-1
46.2,142.3,4.1,8.1,4.5,148.5,0,Assam,-1
36.9,141.4,14.0,14.2,4.3,144.8,1,Bhuttan,+1
11.7,119.0,11.7,4.5,4.4,124.3,0,Assam,-1
60.8,140.1,12.6,7.7,7.0,147.2,0,Assam,-1
43.2,138.7,12.6,12.6,7.2,142.0,0,Bhuttan,+1
40.1,133.5,7.8,8.0,6.2,135.3,1,Bhuttan,+1
40.4,136.8,8.4,8.5,5.5,141.2,1,Assam,-1
32.8,144.8,11.7,9.9,5.9,148.4,1,Bhuttan,+1
48.9,146.5,5.1,11.7,6.2,148.6,1,Bhuttan,+1
37.8,140.9,13.4,8.2,2.9,147.7,0,Assam,-1
28.3,154.4,12.7,11.9,4.9,156.9,1,Bhuttan,+1
15.0,139.7,15.5,7.5,4.3,145.1,1,Assam,-1
38.4,122.5,9.4,5.6,3.0,128.8,0,Assam,-1
46.5,147.6,14.6,9.5,5.9,156.9,0,Assam,-1
33.5,130.4,8.6,14.5,6.6,133.8,0,Bhuttan,+1
44.1,153.4,9.8,9.9,6.0,154.2,1,Bhuttan,+1
37.2,135.4,13.0,7.4,5.2,139.9,1,Assam,-1
76.9,159.2,10.8,7.4,3.5,164.2,1,Assam,-1
40.6,140.1,5.2,13.8,5.4,140.5,1,Bhuttan,+1
38.6,137.6,18.0,12.5,6.0,137.2,0,Bhuttan,+1
51.8,129.9,9.2,9.6,5.3,138.1,1,Assam,-1
40.5,147.0,13.3,6.3,5.0,152.6,0,Assam,-1
39.7,124.9,11.1,12.3,8.2,127.7,1,Bhuttan,+1
43.8,154.1,18.2,11.4,5.6,156.4,1,Bhuttan,+1
34.2,144.2,12.0,5.5,5.0,149.3,0,Assam,-1
49.1,154.7,7.0,9.0,4.7,158.7,0,Assam,-1
41.6,155.4,16.4,6.3,4.7,160.5,1,Assam,-1
38.9,145.9,12.8,7.6,5.5,148.6,0,Assam,-1
30.1,128.1,6.4,12.5,7.7,129.2,1,Bhuttan,+1
33.7,134.5,2.6,12.2,4.0,137.3,1,Bhuttan,+1
23.6,135.7,3.6,9.7,4.2,139.2,0,Bhuttan,+1
43.4,138.6,21.3,8.8,4.9,144.0,0,Assam,-1
40.6,154.9,11.4,11.9,6.4,155.6,1,Bhuttan,+1
39.7,153.3,12.6,10.5,6.5,155.0,1,Bhuttan,+1
52.1,141.7,15.9,6.0,6.2,147.5,1,Assam,-1
42.1,151.4,16.9,9.3,5.1,152.0,1,Bhuttan,+1
52.7,160.0,15.3,12.6,6.2,161.5,0,Bhuttan,+1
58.2,142.7,4.5,8.8,7.2,149.4,1,Assam,-1
17.4,131.4,11.3,7.4,7.3,137.2,0,Assam,-1
52.6,130.4,11.8,8.8,6.6,134.3,1,Assam,-1
51.2,138.2,6.2,7.6,6.6,138.2,1,Bhuttan,+1
47.4,161.0,1.7,7.3,3.5,168.1,1,Assam,-1
55.7,153.6,9.8,7.1,4.9,160.0,0,Assam,-1
55.9,160.2,7.8,10.1,5.3,160.5,1,Bhuttan,+1
34.6,131.3,4.7,11.0,5.7,136.1,1,Bhuttan,+1
49.6,146.4,7.2,7.3,4.9,153.0,0,Assam,-1
43.7,132.7,5.3,9.2,6.6,133.8,0,Bhuttan,+1
37.9,141.6,9.3,7.1,6.2,146.2,0,Assam,-1
45.6,157.2,4.1,11.6,8.2,158.9,0,Bhuttan,+1
39.9,140.9,15.3,9.6,5.5,145.3,1,Assam,-1
36.3,155.3,11.8,14.1,6.8,155.4,0,Bhuttan,+1
24.8,125.7,1.7,10.2,5.8,125.8,1,Bhuttan,+1
60.6,151.2,13.3,7.0,6.6,155.5,0,Assam,-1
31.8,133.1,6.2,8.4,7.7,135.6,0,Bhuttan,+1
22.1,116.8,9.7,9.9,6.3,118.7,0,Bhuttan,+1
46.5,137.4,9.3,5.7,4.9,139.7,0,Bhuttan,+1
41.5,138.2,19.5,9.0,5.6,138.8,0,Bhuttan,+1
42.0,140.9,16.7,11.7,4.7,143.8,0,Bhuttan,+1
43.3,132.4,8.9,4.2,4.9,138.4,1,Assam,-1
53.1,150.3,14.9,5.4,4.4,154.0,0,Assam,-1
66.9,126.5,9.5,8.3,4.5,131.7,1,Assam,-1
33.0,131.4,3.2,9.3,5.9,133.6,0,Bhuttan,+1
24.7,143.4,12.4,7.0,5.2,143.4,1,Bhuttan,+1
43.2,123.9,12.1,8.4,5.1,129.6,0,Assam,-1
42.0,133.6,4.2,12.2,7.7,135.3,0,Bhuttan,+1
70.0,153.8,5.0,8.7,4.3,160.1,0,Assam,-1
34.3,122.4,1.6,8.2,6.3,123.4,0,Bhuttan,+1
48.6,134.8,13.5,6.3,6.4,140.2,1,Assam,-1
33.9,137.6,5.3,11.3,5.9,136.1,0,Bhuttan,+1
47.3,156.8,14.0,12.5,6.0,160.9,1,Bhuttan,+1
47.5,147.3,8.9,9.6,5.4,150.5,1,Bhuttan,+1
29.1,131.4,4.4,12.2,5.1,128.2,1,Bhuttan,+1
44.2,147.4,9.2,6.9,5.8,149.1,1,Bhuttan,+1
39.6,125.4,3.8,11.5,6.1,129.5,0,Bhuttan,+1
40.1,126.3,13.9,7.4,5.5,131.2,1,Assam,-1
72.0,149.4,11.5,6.7,5.4,154.2,0,Assam,-1
34.4,145.3,10.7,11.0,8.3,148.0,0,Bhuttan,+1
49.7,153.4,3.7,9.8,6.6,155.5,1,Bhuttan,+1
63.3,130.1,11.2,8.0,4.0,137.7,1,Assam,-1
45.6,132.3,14.7,7.9,3.1,136.2,0,Assam,-1
52.3,139.7,4.8,12.4,6.3,141.2,1,Bhuttan,+1
25.9,136.7,7.2,8.3,4.2,145.2,1,Assam,-1
30.7,146.1,11.7,12.0,7.6,148.0,0,Bhuttan,+1
56.9,143.9,7.9,8.2,4.4,150.9,0,Assam,-1
50.4,142.0,4.7,11.2,5.6,142.3,1,Bhuttan,+1
41.1,150.8,14.4,9.3,4.0,155.2,0,Assam,-1
47.8,142.8,14.9,9.3,6.1,143.7,1,Bhuttan,+1
30.4,137.8,20.6,6.4,4.8,144.2,1,Assam,-1
50.5,146.5,14.0,8.0,6.5,150.5,0,Assam,-1
56.2,136.1,18.9,6.6,4.8,141.2,0,Assam,-1
50.6,147.7,13.7,11.4,5.2,147.8,1,Bhuttan,+1
50.2,137.9,12.2,9.6,5.1,142.1,1,Assam,-1
53.7,155.1,9.5,8.6,5.6,160.3,0,Assam,-1
37.9,132.4,11.8,9.3,3.3,140.2,0,Assam,-1
47.4,153.4,19.2,6.1,4.5,161.8,0,Assam,-1
47.3,143.6,11.7,7.2,3.4,150.1,1,Assam,-1
51.3,150.7,8.5,6.9,5.6,152.0,1,Bhuttan,+1
29.2,147.1,5.9,6.9,5.8,150.8,1,Bhuttan,+1
47.1,144.5,5.4,8.8,6.0,146.2,1,Bhuttan,+1
47.6,131.1,7.6,15.5,4.4,133.0,0,Bhuttan,+1
36.4,143.2,10.0,12.4,5.8,148.1,1,Bhuttan,+1
48.6,166.3,9.9,9.8,6.8,165.2,1,Bhuttan,+1
38.6,151.0,4.2,10.2,5.8,154.9,1,Bhuttan,+1
49.5,156.0,17.2,10.1,4.3,160.0,0,Assam,-1
43.5,158.0,1.7,10.7,6.6,160.0,1,Bhuttan,+1
50.4,150.4,8.8,10.7,7.4,151.9,1,Bhuttan,+1
49.0,137.9,7.4,10.6,6.0,140.9,0,Bhuttan,+1
30.8,146.8,18.4,10.3,7.0,152.3,1,Assam,-1
35.2,149.2,8.6,13.0,5.5,153.3,1,Bhuttan,+1
31.9,145.6,4.6,10.8,5.9,146.0,1,Bhuttan,+1
38.0,148.4,12.5,10.8,7.5,154.8,0,Bhuttan,+1
42.8,132.5,12.2,7.7,4.7,136.4,1,Assam,-1
49.6,144.7,13.6,5.3,6.0,150.7,0,Assam,-1
54.4,125.4,15.1,8.5,4.1,130.8,1,Assam,-1
53.2,145.7,15.8,6.3,4.5,151.7,1,Assam,-1
37.7,124.1,9.0,13.9,5.8,125.2,0,Bhuttan,+1
43.7,141.9,5.8,13.5,5.2,148.0,1,Bhuttan,+1
34.4,147.3,15.3,9.4,5.8,151.2,1,Assam,-1
42.2,137.5,12.3,7.4,6.9,134.7,0,Bhuttan,+1
38.5,128.4,4.4,11.2,5.0,131.7,0,Bhuttan,+1
42.8,120.9,12.6,8.6,7.6,128.0,1,Assam,-1
42.2,145.3,12.4,10.3,4.9,152.9,1,Bhuttan,+1
43.4,152.7,12.8,8.6,4.1,158.7,0,Assam,-1
34.3,147.5,17.2,8.8,5.9,153.9,1,Assam,-1
16.7,118.2,10.5,8.4,5.1,126.6,0,Assam,-1
57.3,143.1,9.0,9.9,5.3,150.3,0,Assam,-1
38.5,136.0,17.4,8.7,6.0,138.7,1,Assam,-1
51.5,150.5,19.4,7.1,4.5,150.9,0,Bhuttan,+1
35.0,137.3,1.8,9.3,7.6,134.8,0,Bhuttan,+1
41.3,138.0,6.2,9.9,5.5,138.1,1,Bhuttan,+1
55.1,152.8,20.5,10.1,7.2,160.4,0,Bhuttan,+1
46.7,154.4,17.0,9.3,4.9,159.8,1,Assam,-1
61.3,146.8,0.3,5.4,7.7,148.4,0,Bhuttan,+1
39.3,146.9,15.8,6.5,2.9,152.6,1,Assam,-1
28.1,136.1,9.4,12.9,5.1,137.1,1,Bhuttan,+1
47.1,166.4,5.9,12.2,6.2,168.3,1,Bhuttan,+1
43.7,130.9,10.2,9.1,4.5,138.9,1,Assam,-1
54.8,147.8,7.8,9.8,5.6,155.6,0,Assam,-1
47.4,139.0,6.5,8.5,6.9,143.1,1,Bhuttan,+1
31.6,140.8,7.6,8.6,6.7,143.5,1,Bhuttan,+1
46.2,148.0,12.0,8.1,5.2,150.2,0,Assam,-1
45.4,151.6,14.5,8.4,7.4,152.1,0,Bhuttan,+1
24.6,145.2,9.4,9.0,4.7,149.6,1,Bhuttan,+1
36.6,156.9,6.3,10.2,5.8,158.9,1,Bhuttan,+1
33.6,153.8,23.8,5.8,4.0,158.5,1,Assam,-1
46.7,161.1,14.5,10.9,4.3,168.2,0,Assam,-1
60.6,130.0,10.2,6.5,5.7,137.6,0,Assam,-1
62.1,137.3,9.2,10.4,4.7,138.3,1,Bhuttan,+1
32.9,158.9,15.1,5.4,5.3,164.6,1,Assam,-1
28.1,139.6,8.9,8.6,4.9,140.1,1,Bhuttan,+1
44.7,143.9,5.9,6.1,6.2,151.1,0,Assam,-1
47.4,129.1,11.0,8.8,4.2,137.1,1,Assam,-1
43.1,151.7,11.9,4.9,4.1,156.1,0,Assam,-1
46.4,140.0,9.1,6.9,4.9,142.4,1,Bhuttan,+1
44.7,149.1,14.2,11.5,4.5,147.9,1,Bhuttan,+1
47.8,153.1,8.5,10.8,7.3,156.8,1,Bhuttan,+1
51.7,138.4,5.7,9.1,5.1,145.2,0,Assam,-1
41.3,131.5,6.6,8.5,6.1,134.3,0,Bhuttan,+1
59.4,158.6,6.7,7.2,6.4,163.1,0,Assam,-1
40.4,131.8,7.4,10.3,6.1,134.6,0,Bhuttan,+1
56.6,138.7,13.7,8.4,4.4,143.9,0,Assam,-1
59.8,129.4,6.1,12.6,6.4,129.6,0,Bhuttan,+1
47.9,151.7,5.4,11.3,6.6,149.4,1,Bhuttan,+1
35.6,159.9,13.7,9.5,5.9,167.7,0,Assam,-1
